companyName,industry,companyType,capital,ceoName,mainBusiness,Homage,affiliates,numberOfEmployees,establishmentDate,revenue,graduateSalary,hasFourInsurances,address
KG모빌리언스,데이터베이스 및 온라인정보 제공업,중견기업,194억 1천만원 (2024.12.31),유승용,"국민연금, 건강보험, 고용보험, 산재보험","서울 중구 통일로 92 (순화동, 케이지타워) 16층",KG그룹 케이지에코솔루션(주) 이데일리(주) (주)케이지에듀원 KG케미칼(주) 케이지스틸(주) 케이지모빌리티(주) (주)이데일리씨앤비 (주)케이지에프앤비 (주)케이지이니시스 (주)케이지제로인 (주)크라운에프앤비 케이지에너켐(주) 케이지모빌리티커머셜(주) 케이지캐피탈(주) (주)케이스마트인슈 더보기,165명 (2024.12.31),2000.03.17 (26년차),"2,296억 3천만원 (2024.12.31)","온라인정보(전자화폐) 제공/소프트웨어 개발/인터넷콜센타대행용역,채권회수대행용역(미납요금)",http://www.mobilians.co.kr,N/A
KG모빌리티,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KG스틸,자동차·조선·철강·항공,대기업,"1,808억원",박성희,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매",https://kg-steel.co.kr/html/index.html,KG그룹 케이지에코솔루션(주) 이데일리(주) (주)케이지모빌리언스 (주)케이지에듀원 KG케미칼(주) 케이지모빌리티(주) (주)이데일리씨앤비 (주)케이지에프앤비 (주)케이지이니시스 (주)케이지제로인 (주)크라운에프앤비 케이지에너켐(주) 케이지모빌리티커머셜(주) 케이지캐피탈(주) (주)케이스마트인슈 더보기,"1,140명",1982.10.27 (44년차),3조 3547억,"4,733만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 중구 한강대로 416 (남대문로5가, 서울스퀘어) 7층"
KG이니시스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KG케미칼,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,중견기업,711억 2천만원 (2024.12.31),곽정현/김재익,"콘크리트혼화제,비료,친환경농자재,수처리제 제조",http://www.kgchem.co.kr,KG그룹 케이지에코솔루션(주) 이데일리(주) (주)케이지모빌리언스 (주)케이지에듀원 케이지스틸(주) 케이지모빌리티(주) (주)이데일리씨앤비 (주)케이지에프앤비 (주)케이지이니시스 (주)케이지제로인 (주)크라운에프앤비 케이지에너켐(주) 케이지모빌리티커머셜(주) 케이지캐피탈(주) 더보기,209명 (2024.12.31),1954.12.31 (72년차),"2,075억 3천만원 (2024.12.31)","2,500만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",울산 울주군 온산읍 당월로 322 (이진리) KG케미칼(주)
KH바텍,그 외 기타 전자부품 제조업,중소기업,118억 3천만원 (2024.12.31),남광희,"이동전화단말기용부품,노트북부품 제조,도매,무역",http://www.khvatec.com,케이에이치바텍그룹 (주)케이에이치엘텍 (주)케이에이치리빙텍 (주)케이에이치벤처파트너스,202명 (2024.12.31),1992.11.23 (34년차),367억 8천만원 (2024.12.31),"2,650만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","경북 구미시 1공단로10길 53-12 (공단동, (주)KH바텍)"
KISCO홀딩스,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KPX케미칼,석유화학계 기초 화학물질 제조업,대기업,"2,138억 7천만원 (2024.12.31)",신동빈/이영준/황민재,"폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조",http://www.lottechem.com,그룹 한덕화학(주) 롯데캐피탈(주) 롯데글로벌로지스(주) 롯데테크(주) (주)코리아세븐 씨에스유통(주) 스푼(주) (주)롯데아사히주류 롯데엔지니어링플라스틱(주) (주)우리홈쇼핑 롯데지에프알(주) 롯데칠성음료(주) 롯데네슬레코리아(주) 롯데정밀화학(주) 롯데알미늄(주) 롯데에너지머티리얼즈(주) 더보기,"4,723명 (2024.12.31)",1976.03.16 (50년차),13조 6천억원 (2024.12.31),"4,089만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰) 14~16층"
KPX홀딩스,그 외 기타 분류 안된 사업지원 서비스업,공공기관,"1,278억 3천만원 (2023.12.31)",정동희,"전력 거래,중개/부동산 임대",http://new.kpx.or.kr,산업통상자원부그룹 대한석탄공사 한국가스안전공사 한국무역보험공사 한국석유관리원 한국에너지공단 한국전기안전공사 (재)한국에너지정보문화재단 대한무역투자진흥공사 한국디자인진흥원 한국산업기술시험원 무역안보관리원 한국산업단지공단 (재)한국에너지재단 산업통상자원부 더보기,361명 (2016.06.30),2001.04.02 (25년차),"1,191억 8천만원 (2023.12.31)","3,240만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",전라남도 나주시 빛가람로 625 (빛가람동) 한국전력거래소
KR모터스,-,-,-,김원식,"국민연금, 건강보험, 고용보험, 산재보험",대전 유성구 궁동 497-1 1층,N/A,0명,-,-,-,-,N/A
KSS해운,외항 화물 운송업,중견기업,115억 9천만원 (2024.12.31),박찬도,"특수화물해상운송(액화가스,LPG,암모니아,VCM,석유화학제품 등),선박대여",http://www.kssline.com,N/A,524명 (2024.12.31),1984.06.27 (42년차),"5,178억 8천만원 (2024.12.31)","3,750만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 종로구 관훈동 198-42 관훈빌딩 9층
KTcs,네트워크·통신서비스,대기업,238억원,박경원,"서비스통신업(kt고객채널, 114번호안내, 유무선통신, CS아카데미 등)",http://www.ktcs.co.kr,케이티그룹 (주)케이티지니뮤직 (주)스마트로 이니텍(주) (주)케이티스카이라이프 브이피(주) (주)케이티나스미디어 (주)케이티아이에스 케이티커머스(주) (주)케이티이엔에이 케이티텔레캅(주) (주)케이티엠앤에스 케이티링커스(주) (주)케이티 (주)케이티엔지니어링 비씨카드(주) 더보기,"10,967명",2001 (25년차),4380억,"3,594만원","국민연금, 건강보험, 고용보험, 산재보험",대전 서구 괴정동 367-17
KT지니뮤직,포털 및 기타 인터넷 정보매개 서비스업,대기업,290억 5천만원 (2024.12.31),서인욱,"디지털콘텐츠개발,제작,유통,판매,온라인음악서비스,영상음반물",https://www.geniemusic.co.kr/,케이티그룹 (주)스마트로 이니텍(주) (주)케이티스카이라이프 브이피(주) (주)케이티나스미디어 (주)케이티아이에스 (주)케이티씨에스 케이티커머스(주) (주)케이티이엔에이 케이티텔레캅(주) (주)케이티엠앤에스 케이티링커스(주) (주)케이티 (주)케이티엔지니어링 비씨카드(주) (주)케이티엠오에스남부 더보기,235명,1991.02.07 (35년차),"2,293억 3천만원 (2024.12.31)","3,000만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 강남구 강남대로 456 (역삼동, 한석타워) 4,5,6,7,8,9층"
LB세미콘,발광 다이오드 제조업,중견기업,218억 9천만원 (2024.12.31),김남석,반도체칩 제조,http://www.lbsemicon.com,엘비그룹 엘비인베스트먼트(주) 엘비유세스(주) (주)엘비 엘비자산운용(주) 엘비프라이빗에쿼티(주) (주)엘비리텍 엘비휴넷(주),938명 (2024.12.31),2000.02.10 (26년차),"2,614억 2천만원 (2024.12.31)","3,960만원","국민연금, 건강보험, 고용보험, 산재보험",경기 평택시 청북면 율북리 1027-1 LB세미콘(주)
LF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LG,통신 및 방송 장비 제조업,대기업,"9,041억 6천만원 (2024.12.31)",조주완,"TV(스마트TV,Software Platform),가전(냉장고,세탁기,에어컨),차량용 부품(AVN,Telematics,전기차용구동계),IT(모니터,PC),인포메이션디스플레이 제조",http://www.lge.co.kr,엘지그룹 (주)엘지헬로비전 (주)LG유플러스 에이스냉동공조(주) 해태에이치티비(주) (주)미디어로그 (주)하이프라자 태극제약(주) (주)LG화학 (주)LG생활건강 (주)데이콤크로싱 (주)로보스타 (주)씨에스리더 (주)디앤오 (주)비즈테크아이 (주)에프엠지 (주)아인텔레서비스 (주)LG (주)씨텍 더보기,"35,560명 (2024.12.31)",2002.04.01 (24년차),30조 7천억원 (2024.12.31),"4,507만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울특별시 영등포구 여의대로 128 (여의도동) LG트윈타워
LG디스플레이,액정 표시장치 제조업,대기업,"2조 5,000억원 (2024.12.31)",정철동,액정표시장치(TFT-LCD) 제조,http://www.lgdisplay.com,엘지그룹 (주)엘지헬로비전 (주)LG유플러스 에이스냉동공조(주) 해태에이치티비(주) (주)미디어로그 (주)하이프라자 태극제약(주) (주)LG화학 (주)LG생활건강 (주)데이콤크로싱 (주)로보스타 (주)씨에스리더 (주)디앤오 LG전자(주) (주)비즈테크아이 (주)에프엠지 (주)아인텔레서비스 (주)LG 더보기,"25,133명 (2024.12.31)",1985.02.28 (41년차),25조 1천억원 (2024.12.31),"4,325만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 영등포구 여의도동 20
LG생활건강,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LG에너지솔루션,축전지 제조업,대기업,"1,170억원 (2024.12.31)",김동명,"국민연금, 건강보험, 고용보험, 산재보험","서울 영등포구 여의대로 108 (여의도동, 파크원)",엘지그룹 (주)엘지헬로비전 (주)LG유플러스 에이스냉동공조(주) 해태에이치티비(주) (주)미디어로그 (주)하이프라자 태극제약(주) (주)LG화학 (주)LG생활건강 (주)데이콤크로싱 (주)로보스타 (주)씨에스리더 (주)디앤오 LG전자(주) (주)비즈테크아이 (주)에프엠지 (주)아인텔레서비스 (주)LG 더보기,"12,603명 (2024.12.31)",2020.12.01 (6년차),"7조 9,266억원 (2024.12.31)","2차전지(소형,ESS,자동차전지) 제조",http://www.lgensol.com,N/A
LG유플러스,통신기기 소매업,중소기업,"3,000만원 (2019.12.31)",이수호,"고용보험, 산재보험","제주 제주시 월랑로 13 (노형동, 라자아일랜드빌딩) 1층 LG유플러스 (주)행운",N/A,0명,2017.04.18 (9년차),42억 3천만원 (2019.12.31),통신기기판매,-,N/A
LG이노텍,그 외 기타 전자부품 제조업,대기업,"1,183억 3천만원 (2024.12.31)",문혁수,"모바일,자동차,디스플레이,반도체,차량용LED,사물인터넷,소재,소자,전기전자 부품 제조,판매",http://www.lginnotek.com,엘지그룹 (주)엘지헬로비전 (주)LG유플러스 에이스냉동공조(주) 해태에이치티비(주) (주)미디어로그 (주)하이프라자 태극제약(주) (주)LG화학 (주)LG생활건강 (주)데이콤크로싱 (주)로보스타 (주)씨에스리더 (주)디앤오 LG전자(주) (주)비즈테크아이 (주)에프엠지 (주)아인텔레서비스 (주)LG 더보기,"10,709명",1970.08.22 (56년차),20조 8천억원 (2024.12.31),"4,050만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 강서구 마곡중앙10로 30 (마곡동, 엘지사이언스파크) E1/E3동 LG이노텍"
LG전자,통신 및 방송 장비 제조업,대기업,"9,041억 6천만원 (2024.12.31)",조주완,"TV(스마트TV,Software Platform),가전(냉장고,세탁기,에어컨),차량용 부품(AVN,Telematics,전기차용구동계),IT(모니터,PC),인포메이션디스플레이 제조",http://www.lge.co.kr,엘지그룹 (주)엘지헬로비전 (주)LG유플러스 에이스냉동공조(주) 해태에이치티비(주) (주)미디어로그 (주)하이프라자 태극제약(주) (주)LG화학 (주)LG생활건강 (주)데이콤크로싱 (주)로보스타 (주)씨에스리더 (주)디앤오 (주)비즈테크아이 (주)에프엠지 (주)아인텔레서비스 (주)LG (주)씨텍 더보기,"35,560명 (2024.12.31)",2002.04.01 (24년차),30조 7천억원 (2024.12.31),"4,507만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울특별시 영등포구 여의대로 128 (여의도동) LG트윈타워
LG헬로비전,유선 방송업,대기업,"1,936억 1천만원 (2024.12.31)",송구영,"종합유선방송국 운영,초고속정보통신망관련업/비디오물,광고,CF 제작,판매",http://www.lghellovision.net,엘지그룹 (주)LG유플러스 에이스냉동공조(주) 해태에이치티비(주) (주)미디어로그 (주)하이프라자 태극제약(주) (주)LG화학 (주)LG생활건강 (주)데이콤크로싱 (주)로보스타 (주)씨에스리더 (주)디앤오 LG전자(주) (주)비즈테크아이 (주)에프엠지 (주)아인텔레서비스 (주)LG (주)씨텍 더보기,"1,070명 (2024.12.31)",1995.03.31 (31년차),"1조 1,977억원 (2024.12.31)","4,100만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","서울 마포구 월드컵북로56길 19 (상암동, 드림타워) 상암디지털드림타워"
LG화학,석유화학계 기초 화학물질 제조업,대기업,"3,914억 6백만원 (2024.12.31)",신학철,"유화,기능,합성수지,재생섬유소,기초화학물질,산업재,리튬이온전지,평광판,PVC 제조,도매",http://www.lgchem.com,엘지그룹 (주)엘지헬로비전 (주)LG유플러스 에이스냉동공조(주) 해태에이치티비(주) (주)미디어로그 (주)하이프라자 태극제약(주) (주)LG생활건강 (주)데이콤크로싱 (주)로보스타 (주)씨에스리더 (주)디앤오 LG전자(주) (주)비즈테크아이 (주)에프엠지 (주)아인텔레서비스 (주)LG (주)씨텍 더보기,"13,839명 (2024.12.31)",2001.04.01 (25년차),20조 6천억원 (2024.12.31),"3,546만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험",서울 영등포구 여의도동 20 LG트윈타워
LIG넥스원,무기 및 총포탄 제조업,중견기업,"1,100억원 (2024.12.31)",신익현,"정밀유도무기,유도탄,레이다,계측기,전자장비기구 제조,도매,수리",http://www.lignex1.com,엘아이지그룹 엘아이지정밀기술(주) (주)이노와이어리스 (주)엘아이지휴세코 (주)예카투어 (주)명성라이픽스 (주)소프트원 (주)엘아이지 (주)엘아이지시스템 (주)화인 (주)서빅 (주)케이제이렌탈 (주)엘아이지홈앤밀 엘아이지풍산프로테크(주) (주)웨이티즈 엘엔지옵트로닉스(주) (주)위키부동산중개법인 더보기,"4,789명 (2024.12.31)",2002.11.11 (24년차),"3조 2,585억원 (2024.12.31)","4,858만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","경기 성남시 분당구 판교로 333 (삼평동, LIG 넥스원(주)) 넥스원 판교R&D센터"
LS,전기·전자·제어,대기업,"1,500억원 (2024.12.31)","구자균, 김동현",전기. 전자기기및관련제품,http://www.ls-electric.com,엘에스그룹 엘에스메카피온(주) 엘에스마린솔루션(주) (주)이원물류 엘에스엠앤엠(주) 엘에스빌드윈(주) (주)토리컴 (주)선우 엘에스증권(주) 엘에스이엔엠(주) (주)디케이씨 (주)모보 (주)지앤피 가온전선(주) (주)LS 제이에스전선(주) 엘에스글로벌인코퍼레이티드(주) (주)INVENI 더보기,"3,361명 (2024.12.31)",1975.06.01 (51년차),"3조 1,084억원 (2024.12.31)","4,064만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","경기 안양시 동안구 엘에스로 127 (호계동, LS타워) 엘에스일렉트릭(주)"
LS네트웍스,전기·전자·제어,대기업,"1,500억원 (2024.12.31)","구자균, 김동현",전기. 전자기기및관련제품,http://www.ls-electric.com,엘에스그룹 엘에스메카피온(주) 엘에스마린솔루션(주) (주)이원물류 엘에스엠앤엠(주) 엘에스빌드윈(주) (주)토리컴 (주)선우 엘에스증권(주) 엘에스이엔엠(주) (주)디케이씨 (주)모보 (주)지앤피 가온전선(주) (주)LS 제이에스전선(주) 엘에스글로벌인코퍼레이티드(주) (주)INVENI 더보기,"3,361명 (2024.12.31)",1975.06.01 (51년차),"3조 1,084억원 (2024.12.31)","4,064만원 상세보기","국민연금, 건강보험, 고용보험, 산재보험","경기 안양시 동안구 엘에스로 127 (호계동, LS타워) 엘에스일렉트릭(주)"
