companyName,industry,numberOfEmployees,companyType,establishmentDate,capital,revenue,ceoName,graduateSalary,mainBusiness,hasFourInsurances,homepage,address,affiliates
삼성생명,기타 보험 및 연금관련 서비스업,"2,200명",대기업,2000.01.19 (26년차),158억원 (2024.12.31),"2,220억 1천만원 (2024.12.31)",오화종,"4,620만원 상세보기","보험조사,손해사정","국민연금, 건강보험, 고용보험, 산재보험",http://www.samsunglifeservice.com,"서울 영등포구 국회대로 559 (당산동4가, 에이원타워당산) 9~18층",삼성그룹 스테코(주) 삼성전자판매(주) 삼성벤처투자(주) 삼성전자로지텍(주) (주)시큐아이 (주)씨브이네트 (주)멀티캠퍼스 (주)미라콤아이앤씨 세메스(주) 에스디플렉스(주) 삼성중공업(주) 삼성SDI(주) 삼성전자(주) 삼성전기(주) 삼성메디슨(주) (주)하만인터내셔널코리아 삼성선물(주) 더보기
삼성에스디에스,콜센터·아웃소싱·기타,13명,비영리단체·교육재단,2022.07.01 (4년차),-,-,이선혜,N/A,영유아 보육시설,"국민연금, 건강보험, 고용보험, 산재보험",-,경기 성남시 수정구 창업로 17 (시흥동) 아이스퀘어 포레나D동 3층,N/A
삼성전기,전기·전자·제어,"34,374명",대기업,1973.08.08 (53년차),"3,880억원3십만원","6조 8,384억",이윤태,"4,574만원 상세보기",삼성전기는 첨단 전자부품에서 기계부품까지 생산하는 국내최대의 종합부품 제조회사,"국민연금, 건강보험, 고용보험, 산재보험",http://www.samsungsem.com,경기 수원시 영통구 매탄3동 314 번지 삼성전기 주식회사,삼성그룹 스테코(주) 삼성전자판매(주) 삼성벤처투자(주) 삼성전자로지텍(주) (주)시큐아이 (주)씨브이네트 (주)멀티캠퍼스 삼성생명서비스손해사정(주) (주)미라콤아이앤씨 세메스(주) 에스디플렉스(주) 삼성중공업(주) 삼성SDI(주) 삼성전자(주) 삼성메디슨(주) (주)하만인터내셔널코리아 더보기
삼성전자,이동전화기 제조업,"129,095명 (2024.12.31)",대기업,1969.12.01 (57년차),"8,975억 1천만원 (2024.12.31)",209조 5백억원 (2024.12.31),전영현,"5,166만원 상세보기","휴대폰,컴퓨터,네트워크시스템,핵심칩,반도체부품,디스플레이패널,가전제품,의료기기,프린터 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.samsung.com/sec,"경기 수원시 영통구 삼성로 129 (매탄동, 삼성전자)",삼성그룹 스테코(주) 삼성전자판매(주) 삼성벤처투자(주) 삼성전자로지텍(주) (주)시큐아이 (주)씨브이네트 (주)멀티캠퍼스 삼성생명서비스손해사정(주) (주)미라콤아이앤씨 세메스(주) 에스디플렉스(주) 삼성중공업(주) 삼성SDI(주) 삼성전기(주) 삼성메디슨(주) (주)하만인터내셔널코리아 더보기
삼성제약,완제 의약품 제조업,86명 (2024.12.31),중소기업,1929.08.15 (97년차),470억 8천만원 (2024.12.31),442억 9천만원 (2024.12.31),정성택,"3,700만원 상세보기","의약품(까스명수,쓸기담,에프킬라에어졸,액상우황청심원) 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.sspharm.co.kr,경기 화성시 향남읍 상신리 905-3 삼성제약(주),젬백스그룹 (주)젬백스&카엘 (주)포니링크 (주)젬앤컴퍼니 (주)젬백스인베스트 (주)지엘케이에쿼티인베스트 (주)링크아이 (주)네오플라스
삼성중공업,강선 건조업,"10,096명 (2024.12.31)",대기업,1974.08.05 (52년차),"8,801억 1천만원 (2024.12.31)","9조 8,674억원 (2024.12.31)",최성안,N/A,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",N/A,http://www.samsungshi.com,"경기 성남시 분당구 판교로227번길 23 (삼평동, 판교R",삼성그룹 스테코(주) 삼성전자판매(주) 삼성벤처투자(주) 삼성전자로지텍(주) (주)시큐아이 (주)씨브이네트 (주)멀티캠퍼스 삼성생명서비스손해사정(주) (주)미라콤아이앤씨 세메스(주) 에스디플렉스(주) 삼성SDI(주) 삼성전자(주) 삼성전기(주) 삼성메디슨(주) (주)하만인터내셔널코리아 더보기
삼성증권,증권 중개업,"2,484명 (2024.06.30)",대기업,1982.10.19 (44년차),"4,584억 7천만원 (2024.12.31)",12조 9천억원 (2024.12.31),박종문,"3,900만원 상세보기","유가증권의 매매,위탁매매,인수주선","국민연금, 건강보험, 고용보험, 산재보험",http://www.samsungpop.com,"서울 서초구 서초대로74길 11 (서초동, 삼성전자빌딩) 삼성증권",삼성그룹 스테코(주) 삼성전자판매(주) 삼성벤처투자(주) 삼성전자로지텍(주) (주)시큐아이 (주)씨브이네트 (주)멀티캠퍼스 삼성생명서비스손해사정(주) (주)미라콤아이앤씨 세메스(주) 에스디플렉스(주) 삼성중공업(주) 삼성SDI(주) 삼성전자(주) 삼성전기(주) 삼성메디슨(주) 더보기
삼성출판사,일반 서적 출판업,206명 (2024.12.31),중견기업,2002.07.02 (24년차),50억원 (2024.12.31),405억 6천만원 (2024.12.31),김진용,N/A,"서적 출판,인쇄,소매/부동산 임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.samsungbooks.com,"서울 서초구 명달로 94 (서초동, (주)삼성출판사 사옥) (주)삼성출판사",N/A
삼성카드,신용카드 및 할부금융업,"2,419명",대기업,1983.03.24 (43년차),"6,147억 9천만원 (2024.12.31)",3조 3022억원,김이태,"4,500만원 상세보기","신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.samsungcard.com,서울 구로구 구로5동 3-25 서부금융센터,삼성그룹 스테코(주) 삼성전자판매(주) 삼성벤처투자(주) 삼성전자로지텍(주) (주)시큐아이 (주)씨브이네트 (주)멀티캠퍼스 삼성생명서비스손해사정(주) (주)미라콤아이앤씨 세메스(주) 에스디플렉스(주) 삼성중공업(주) 삼성SDI(주) 삼성전자(주) 삼성전기(주) 삼성메디슨(주) 더보기
삼성화재해상보험,은행·금융,50명,중소기업,2004.03.20 (22년차),1억원,100억,박길환,N/A,보험영업,N/A,http://www.samsungfire.com,인천 남동구 구월동 1144-13번지 삼성화재빌딩 17층 인천멤버스지점,N/A
삼아알미늄,"알루미늄 제련, 정련 및 합금 제조업",387명 (2024.12.31),중견기업,1969.06.25 (57년차),73억 5천만원 (2024.12.31),"2,132억 4천만원 (2024.12.31)",한남희/김진범,N/A,"알루미늄호일,은박지,은박가공품,알페이스트 제조,도매,수출","국민연금, 건강보험, 고용보험, 산재보험",http://www.sama-al.com,경기 평택시 포승읍 평택항로 92 (만호리) 삼아알미늄,삼아알미늄그룹 (주)삼아소이전자
삼양사,설탕 제조업,"1,263명 (2024.12.31)",중견기업,2011.11.03 (15년차),534억 1천만원 (2024.12.31),"1조 9,663억원 (2024.12.31)",강호성/최낙현,"4,500만원 상세보기","설탕,배합사료,PET병,제분(소맥분),합섬섬유(폴리에스터 장/단섬유),화성(이온교환수지,엔지니어링플라스틱) 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.samyangcorp.com,"서울 종로구 종로33길 31 (연지동, 삼양사) HR팀",삼양그룹 삼양데이타시스템(주) (주)삼양에프앤비 (주)삼양홀딩스 삼남석유화학(주) 삼양화성(주) (주)삼양케이씨아이 삼양이노켐(주) (주)삼양엔씨켐 (주)우리 삼양화인테크놀로지(주) (주)삼양패키징 (주)삼양에코테크
삼양통상,모피 및 가죽 제조업,281명 (2024.12.31),대기업,1957.10.12 (69년차),150억원 (2024.12.31),"1,950억",허남각/허준홍,N/A,"피혁원단,혁제운동화,혁제장갑,혁제스포츠용품 제조,상품중개,무역","국민연금, 건강보험, 고용보험, 산재보험",http://www.samyangts.com,서울 강남구 역삼1동 701-2 삼정개발 빌딩 6층,지에스그룹 상지해운(주) 지에스엠비즈(주) (주)보헌개발 지에스이피에스(주) (주)옥산유통 이노폴리텍(주) (주)켐텍인터내셔날 지에스파워(주) 자이에스앤디(주) (주)지에스이앤알 (주)GS 센트럴모터스(주) (주)지에스스포츠 지에스칼텍스(주) (주)지에스텔레서비스 인천종합에너지(주) 더보기
삼양패키징,포장용 플라스틱 성형용기 제조업,535명 (2024.12.31),중견기업,2014.11.01 (12년차),789억 4천만원 (2024.12.31),"4,337억 7천만원 (2024.12.31)",김재홍,"4,500만원","PET용기,아셉틱OEM 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.samyangpackaging.co.kr,"서울 종로구 종로33길 31 (연지동, 삼양사) 삼양패키징",삼양그룹 삼양데이타시스템(주) (주)삼양에프앤비 (주)삼양홀딩스 삼남석유화학(주) 삼양화성(주) (주)삼양케이씨아이 삼양이노켐(주) (주)삼양엔씨켐 (주)삼양사 (주)우리 삼양화인테크놀로지(주) (주)삼양에코테크
삼양홀딩스,화학·에너지·환경,"3,000명",대기업,1924.10.01 (102년차),"1조 7,000만원",약 3조,김윤,N/A,"식품, 화학, 의약바이오, 개별사업","국민연금, 건강보험, 고용보험, 산재보험",http://www.samyang.com/,"서울 종로구 종로33길 31 (연지동, 삼양사) 삼양그룹",삼양그룹 삼양데이타시스템(주) (주)삼양에프앤비 삼남석유화학(주) 삼양화성(주) (주)삼양케이씨아이 삼양이노켐(주) (주)삼양엔씨켐 (주)삼양사 (주)우리 삼양화인테크놀로지(주) (주)삼양패키징 (주)삼양에코테크
삼영,플라스틱 필름 제조업,149명 (2024.12.31),중견기업,1959.04.10 (67년차),170억원 (2024.12.31),927억 7천만원 (2024.12.31),이석준/조영한,N/A,"합성수지(BOPP,캐파시타),PPC,랩,종이상자(카톤팩) 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.sycc.co.kr,서울 종로구 서린동 216번지 관정빌딩13층,삼영그룹 삼영중공업(주)
삼영무역,기타 화학물질 및 화학제품 도매업,53명 (2024.12.31),중견기업,1959.10.16 (67년차),92억 3천만원 (2024.12.31),"2,282억 2천만원 (2024.12.31)",이승용,"3,600만원 상세보기","화공약품,안경렌즈 도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.samyung.co.kr,서울 마포구 서교동 374-5 지은빌딩 7층,삼영무역그룹 (주)에실로코리아 (주)케미그라스 (주)한국큐빅 (주)에스와이티에탄올 (주)삼명정밀 삼신화학공업(주) 삼한산업(주) (주)데코비젼
삼영전자공업,전자축전기 제조업,332명 (2024.12.31),중견기업,1968.08.20 (58년차),100억원 (2024.12.31),"1,475억 2천만원 (2024.12.31)",변동준/김성수,"3,700만원 상세보기","전자부품(알루미늄 전해콘덴서),전기이중층콘덴서,센서 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.samyoung.co.kr,경기 성남시 중원구 상대원동 146-1,삼영전자공업그룹 성남전기공업(주) 에스엔에이전자(주)
삼원강재,그 외 자동차용 신품 부품 제조업,275명 (2024.12.31),대기업,1992.07.21 (34년차),200억원 (2024.12.31),"3,435억 5천만원 (2024.12.31)",장범석/박민희,"3,500만원","열간압연제품(평강,봉강,특수이형강,환강,자동차용 겹판스프링) 제조,판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.samwon-steel.co.kr,"경북 포항시 남구 대송면 철강산단로66번길 40 (대각리, 삼원강재)",현대백화점그룹 (주)현대에버다임 (주)현대백화점 (주)한섬 (주)현대리바트 (주)현대홈쇼핑 (주)현대바이오랜드 (주)현대퓨처넷 (주)현대이지웰 (주)씨엔에스푸드시스템 (주)지누스 대원강업(주) (주)현대리바트엠앤에스 (주)현대드림투어 대원정밀공업(주) 한무쇼핑(주) (주)현대지에프홀딩스 더보기
삼익악기,건반 악기 제조업,43명 (2024.12.31),중견기업,1973.01.04 (53년차),452억 6천만원 (2024.12.31),777억 8천만원 (2024.12.31),김종섭/김민수,"3,320만원 상세보기","피아노,기타,현악기,전자악기,동 부분품 제조,임대,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.samick.co.kr,충북 음성군 소이면 대장리 1-6,스페코그룹 (주)스페코 수완에너지(주) (주)삼송캐스터
삼일제약,완제 의약품 제조업,593명 (2024.12.31),중견기업,1947.10.07 (79년차),108억 4천만원 (2024.12.31),"2,196억 9천만원 (2024.12.31)",허승범,"3,810만원 상세보기","양약(부루펜,액티피드,포리부틴) 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.samil-pharm.com,서울 서초구 방배동 990-1,N/A
삼정펄프,목재·제지·가구,300명,중견기업,1974.04.09 (52년차),80억원,1640억,전성오,"3,350만원 상세보기","지류,화장지,위생용지","국민연금, 건강보험, 고용보험, 산재보험",http://www.sjpulp.com,서울 종로구 혜화동 15-51,N/A
삼진제약,완제 의약품 제조업,809명 (2024.12.31),중견기업,1968.04.18 (58년차),139억원 (2024.12.31),"3,083억 4천만원 (2024.12.31)",최지현/조규석,"5,500만원 상세보기","의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배","국민연금, 건강보험, 고용보험, 산재보험",http://www.samjinpharm.co.kr,"서울 마포구 와우산로 121 (서교동, 삼진제약사옥)",N/A
삼천당제약,완제 의약품 제조업,417명 (2024.12.31),중견기업,1943.12.29 (83년차),117억 2천만원 (2024.12.31),"1,445억 6천만원 (2024.12.31)",전인석,N/A,"암로반, 로스텔,아토로우, 글리펜슈프림, 콜리세린, 크라목스, 파클, 넥스졸 등","국민연금, 건강보험, 고용보험, 산재보험",http://www.scd.co.kr,"경기 화성시 향남읍 제약공단2길 71 (상신리, 삼천당제약) 삼천당제약",소화그룹 수인약품(주) (주)소화 (주)옵투스제약
삼천리,연료용 가스 제조 및 배관공급업,826명 (2024.12.31),중견기업,1966.07.07 (60년차),202억 7천만원 (2024.12.31),"3조 5,724억원 (2024.12.31)",이찬의/유재권,"6,000만원 상세보기",도시가스 공급/부동산 임대,"국민연금, 건강보험, 고용보험, 산재보험",http://www.samchully.co.kr,서울 영등포구 국제금융로6길 42 (여의도동),삼천리그룹 (주)에너마인글로벌 영덕풍력발전(주) 안산도시개발(주) (주)삼천리이에스 (주)삼천리이엔지 (주)에스티인터내셔널코퍼레이션 유니슨(주) 삼천리열처리(주) (주)휴세스 윈앤피(주) (주)삼천리모터스 (주)동해임산 삼천리자산운용(주) (주)영양풍력발전공사 (주)찌레본파워홀딩스 더보기
삼표시멘트,그 외 기타 분류 안된 비금속 광물제품 제조업,735명 (2024.12.31),중견기업,1990.12.22 (36년차),539억 5천만원 (2024.12.31),"7,439억 6천만원 (2024.12.31)",배동환/이원진,"3,810만원 상세보기","시멘트제품(포틀랜트시멘트,크링카,슬래그시멘트) 제조,연구,개발/석유자원 개발","국민연금, 건강보험, 고용보험, 산재보험",http://www.sampyocement.co.kr,"강원 삼척시 동양길 20 (사직동, 동양시멘트) 삼표시멘트",삼표그룹 삼표피앤씨(주) (주)팬트랙 삼표자원개발(주) (주)홍명산업 포항항8부두운영(주) (주)엔알씨 삼표에스앤씨(주) 삼표해운(주) (주)청암 (주)동양시멘트 (주)에스피에스테이트 농업회사법인삼표농원(주) (주)삼표산업 농업회사법인대원그린(주) (주)에스피네이처 삼표레일웨이(주) 더보기
삼호개발,토공사업,337명 (2025.03.17),중견기업,1976.01.15 (50년차),125억원 (2024.12.31),"3,916억 3천만원 (2024.12.31)",심재범/이영열,"4,337만원 상세보기","토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.samhodev.co.kr,서울 서초구 방배동 981-49 삼호빌딩,삼호개발그룹 삼호씨앤엠(주) 삼호그린인베스트먼트(주) 당서아스콘(주) 아산아스콘(주) 아산파트너스(주)
삼화전기,전기·전자·제어,13명,중소기업,1992.01.01 (34년차),-,-,김용환,N/A,조명등기구 제조,"고용보험, 산재보험",http://samhwa2709.com,경기 부천시 오정구 내동 122-7,N/A
삼화전자공업,그 외 기타 전자부품 제조업,108명 (2024.12.31),중소기업,1976.04.01 (50년차),169억 2백만원 (2024.12.31),245억 8천만원 (2024.12.31),오영주/이건화,N/A,"전자부품(페라이트 코어,SMPS,편향요크(DY),고압변성기(FBT)용코어) 제조,판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.samwha.co.kr/electronics,경기 용인시 처인구 남사면 북리 124-2,삼화콘덴서그룹 삼화기업(주) 삼화전기(주) 삼화콘덴서공업(주) 삼화텍콤(주) 한국제이씨씨(주)
삼화콘덴서공업,전자축전기 제조업,641명 (2024.12.31),중견기업,1956.08.14 (70년차),103억 9천만원 (2024.12.31),"2,376억 8백만원 (2024.12.31)",오영주/박진,"3,500만원 상세보기",콘덴서(축전기) 제조,"국민연금, 건강보험, 고용보험, 산재보험",http://www.samwha.co.kr/capacitor,경기 용인시 처인구 남사면 북리 124번지,삼화콘덴서그룹 삼화기업(주) 삼화전기(주) 삼화전자공업(주) 삼화텍콤(주) 한국제이씨씨(주)
삼화페인트공업,일반용 도료 및 관련제품 제조업,905명 (2024.12.31),중견기업,1946.04.09 (80년차),136억 1백만원 (2024.12.31),"5,556억 1백만원 (2024.12.31)",류기붕/배맹달,"4,233만원 상세보기","유성페인트,수성페인트,PCM도료 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.samhwa.com,"경기 안산시 단원구 별망로 178 (성곡동, 삼화페인트공업(주)) 삼화페인트",삼화페인트공업그룹 (주)삼화대림화학 (주)코아네트 (주)유씨에이치파트너스 홈앤톤즈(주) 이노에프앤아이(주) (주)삼화로지텍 (주)디센트릭 (주)에스피앤씨 삼화리얼티(주) (주)에스엠투네트웍스
상상인증권,증권 중개업,237명 (2024.12.31),대기업,1954.08.30 (72년차),"1,096억 4천만원 (2024.12.31)","3,226억 4천만원 (2024.12.31)",주원,N/A,유가증권 매매,"국민연금, 건강보험, 고용보험, 산재보험",http://www.sangsanginib.com,"서울 강남구 테헤란로 424 (대치동, 삼성생명 대치타워) .",상상인그룹 (주)상상인 (주)상상인플러스저축은행 (주)상상인저축은행 (주)상상인선박기계 (주)제이에스앤에스 (주)상상인플러스 (주)제이원와이드 (주)상상인그룹
상아프론테크,기계장비 조립용 플라스틱제품 제조업,483명 (2024.12.31),중견기업,1986.03.21 (40년차),79억 9천만원 (2024.12.31),"1,423억 9천만원 (2024.12.31)",이상원/이상열,"3,767만원 상세보기","LCD부품,사무기기부품,PCB부품,2차전지부품 제조,수출","국민연금, 건강보험, 고용보험, 산재보험",http://www.sftc.co.kr,인천 남동구 남촌동 614-4 7BL-4LT (주)상아프론테크,상아프론테크그룹 (주)상아기연 (주)상아메디케어
새론오토모티브,자동차용 신품 조향장치 및 현가 장치 제조업,302명 (2024.12.31),중견기업,1999.03.31 (27년차),96억원 (2024.12.31),"1,056억 8천만원 (2024.12.31)",박도순/쿠마카와테츠야,"3,577만원","자동차부품(브레이크패드,라이닝,허브,캠),분말야금제품,에어콘,냉장고용부품 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.saeronauto.co.kr,"충남 천안시 동남구 병천면 가전5길 133 (가전리, 새론오토모티브(주)) 새론오토모티브(주)",N/A
서부T&D,-,0명,-,-,-,-,오창선,N/A,홈페이지관리,"국민연금, 건강보험, 고용보험, 산재보험",-,서울 종로구 돈화문로 23 (종로3가) 1,N/A
서연,주형 및 금형 제조업,198명 (2025.03.28),중견기업,1987.02.05 (39년차),58억 2천만원 (2024.12.31),"1,823억 6천만원 (2024.12.31)",최원재,"4,600만원 상세보기","자동차금형 제조/중장비부품 수출,판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.seoyontop.com,인천 남동구 고잔동 663-6,서연그룹 (주)서연인테크 (주)서연오토비전 (주)지산소프트 (주)서연 (주)지산웨어 (주)서연인더스트리 (주)서연씨엔에프 (주)지산이노베이션 (주)서연이화 (주)나우종합건설
서연이화,자동차 차체용 신품 부품 제조업,919명 (2024.12.31),중견기업,2014.07.01 (12년차),135억 1천만원 (2024.12.31),"1조 7,970억원 (2024.12.31)",강용석,"5,000만원","자동차 도어 트림,시트 제조,도매,기술용역","국민연금, 건강보험, 고용보험, 산재보험",http://www.seoyoneh.com,"서울 강남구 테헤란로 208 (역삼동, 안제타워) 서연이화",서연그룹 (주)서연인테크 (주)서연오토비전 (주)서연탑메탈 (주)지산소프트 (주)서연 (주)지산웨어 (주)서연인더스트리 (주)서연씨엔에프 (주)지산이노베이션 (주)나우종합건설
서울도시가스,연료용 가스 제조 및 배관공급업,513명,중견기업,1983.11.28 (43년차),350억원 (2024.12.31),"1조 6,864억원 (2024.12.31)","박근원,김진철","4,300만원 상세보기","도시가스공급,가스공급설비공사","국민연금, 건강보험, 고용보험, 산재보험",http://www.seoulgas.co.kr,서울 강서구 염창동 281 서울도시가스,N/A
서울반도체,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",218명 (2024.12.31),중견기업,1987.03.05 (39년차),291억 5천만원 (2024.12.31),"8,714억 7천만원 (2024.12.31)",이정훈/김홍민,"4,400만원 상세보기","광반도체관련부품,반도체소자,영상,음향,통신 장비 제조/부환수탁 가공,전자제품,부품 도매/부동산 임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.seoulsemicon.com,서울 금천구 가산동 148-29,서울반도체그룹 서울바이오시스(주)
서울보증보험,보증 보험업,"1,582명 (2024.12.31)",대기업,1971.03.10 (55년차),"1,745억 5천만원 (2024.12.31)","2조 7,246억원 (2024.12.31)",이명순,"3,533만원 상세보기","보증보험,신용보험,재보험/부동산 임대/사무용기계장비 임대,경영 자문","국민연금, 건강보험, 고용보험, 산재보험",http://www.sgic.co.kr,서울 종로구 연지동 136-74 서울보증보험 9층 인사부,서울보증보험그룹 에스지아이신용정보(주)
서울식품공업,빵류 제조업,232명 (2024.12.31),중소기업,1955.10.17 (71년차),376억 9천만원 (2024.12.31),585억 8천만원 (2024.12.31),서성훈,"2,700만원 상세보기","빵,스넥,마아가린,유지류,사료 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.seoul-food.co.kr,충북 충주시 목행동 502-1번지,N/A
서원,슈퍼마켓,"3,067명 (2024.12.31)",중견기업,2015.12.30 (11년차),50억원 (2024.12.31),"1조 5,171억원 (2024.12.31)",김병찬/이윤서,"3,650만원 상세보기",슈퍼마켓/농축산물 가공/상품연쇄화 사업,"국민연금, 건강보험, 고용보험, 산재보험",http://www.seowon.com,"부산 북구 금곡대로 52 (덕천동, (주)서원유통) .",서원홀딩스그룹 (주)에스에프에스 (주)생필체인 (주)서원홀딩스 (주)탑위드 (주)서로푸드
서진시스템,전기·전자·제어,330명,중견기업,1996.07.15 (30년차),93억 9천만원,7875억원,전동규,"4,350만원","통신용장비 및 금형, 자동차부품, ESS장비","국민연금, 건강보험, 고용보험, 산재보험",http://www.seojinsystem.co.kr,경기 부천시 오정구 오정동 774-2 오정산업단지(몰드밸리),N/A
서흥,완제 의약품 제조업,"1,200명 (2024.12.31)",중견기업,1973.01.30 (53년차),60억 8천만원 (2024.12.31),"3,341억 2천만원 (2024.12.31)",양주환,"3,470만원 상세보기","의약품(하드캅셀,건강보조식품,소프트캅셀),건강보조식품,인삼제품 제조,판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.suheung.com,서울 동대문구 장안동 435-5 서흥빌딩,서흥그룹 (주)한국코스모 (주)젤텍 (주)밸런스웨이 (주)서흥헬스케어
선도전기,배전반 및 전기 자동제어반 제조업,110명 (2024.12.31),중소기업,1972.01.22 (54년차),90억원 (2024.12.31),232억 6천만원 (2024.12.31),권혁,N/A,"수배전반,중전기기 제조,도매/전기공사","국민연금, 건강보험, 고용보험, 산재보험",http://www.seondo.co.kr,"경기 안산시 단원구 시화벤처로 444 (성곡동, 선도전기(주)) 선도전기(주)",선도전기그룹 농업회사법인(주)전원 에스디파트너스(주)
선진,동물용 사료 및 조제식품 제조업,710명,대기업,1973.07 (53년차),118억 8천만원 (2024.12.31),1조 830억,이범권,"4,400만원 상세보기",조제동물사료 제조,"국민연금, 건강보험, 고용보험, 산재보험",http://www.sj.co.kr,서울 강동구 둔촌동 517-3 선진빌딩 3층,하림그룹 농업회사법인(주)선진한마을 농업회사법인(주)주원산오리 (주)팜스코 농업회사법인(주)익산 (주)선진햄 (주)한강식품 (주)엔에스쇼핑 (주)올품 (주)에버미라클 (주)경우 (주)맥시칸 (주)하림지주 지포레(주) 농업회사법인(주)순우리 (주)싱그린에프에스 팬오션(주) (주)선진에프에스 더보기
성문전자,전자축전기 제조업,80명,중소기업,1980.07.11 (46년차),100억원,181억,신준섭,N/A,"콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.smec-korea.co.kr,경기 평택시 세교산단로 61 (세교동) 성문전자(주),성문전자그룹 성문디엠(주)
성신양회,시멘트 제조업,628명 (2024.12.31),중견기업,1967.03.16 (59년차),"1,285억 8백만원 (2024.12.31)","7,156억원 (2024.12.31)",한인호,"4,600만원 상세보기","시멘트,레미콘 제조","국민연금, 건강보험, 고용보험, 산재보험",http://www.sungshincement.co.kr,서울특별시 종로구 인사동 194-27 태화빌딩 7층,성신양회그룹 성신씨엠(주) 성신레미컨(주) 성신엘엔에스(주)
성우하이텍,자동차 차체용 신품 부품 제조업,"1,801명 (2024.12.31)",중견기업,1981.12.28 (45년차),400억원 (2024.12.31),"1조 7,929억원 (2024.12.31)",이명근/이문용/조성현,"4,048만원 상세보기","자동차부품(범퍼,패달,브레이크,차체 프레임) 제조,도매","국민연금, 건강보험, 고용보험, 산재보험",http://www.swhitech.com,부산 기장군 정관면 달산리 148-12,성우홀딩스그룹 삼영공업(주) (주)아이존 (주)아산성우하이텍 (주)엠지엘 가야개발(주) (주)성우홀딩스 (주)성우스마트랩
성일하이텍,금속선 가공제품 제조업,40명 (2018.12.31),중소기업,2002.01.01 (24년차),-,-,신효철,N/A,"볼트，너트및나사제품,전자부품,무역","국민연금, 건강보험, 고용보험, 산재보험",http://www.sung-il.com,경기 하남시 감초로184번길 53-41 (초이동) (주)성일하이텍,N/A
성창기업지주,지주회사,33명 (2024.12.31),중견기업,1916.11.20 (110년차),360억원 (2024.12.31),87억 6천만원 (2024.12.31),우인석,N/A,"지주회사,사업내용의 지배,경영지도,정리,육성","국민연금, 건강보험, 고용보험, 산재보험",http://www.sce.kr,부산광역시 사하구 다대로 627 (다대동),성창그룹 일광개발(주) 성창기업(주) 성창보드(주) (주)블루이엔지 지씨테크(주) 지씨글로벌(주) 성창디벨로퍼스(주)
세기상사,운송장비용 주유소 운영업,49명 (2024.12.31),중소기업,1958.08.21 (68년차),27억 7천만원 (2024.12.31),320억 3천만원 (2024.12.31),조영준,N/A,"주유소 운영/극장(영화상영)/극영화,만화영화 제조/음식료품,일용잡화 소매/부동산 임대","국민연금, 건강보험, 고용보험, 산재보험",http://www.daehancinema.co.kr,"서울 중구 퇴계로 212 (필동2가, 대한극장) 대한극장",고려화공그룹 우양수산(주) (주)우양네트웍스 고려화공(주) 우양산업개발(주) 우양냉장(주)
세방,축전지 제조업,"1,295명 (2024.12.31)",중견기업,1952.09.10 (74년차),70억원 (2024.12.31),"1조 5,820억원 (2024.12.31)",박정희,"4,500만원 상세보기","자동차용,산업용 축전지(연축전지) 제조,판매","국민연금, 건강보험, 고용보험, 산재보험",http://www.gbattery.com,"서울 강남구 선릉로 433 (역삼동, 세방빌딩) 세방전지",세방그룹 씨앤디글로벌(주) 범세항운(주) 세방익스프레스(주) (유)대일특수운수사 한국해운(주) 평택항만(주) (주)제이비엘네트웍스 세방산업(주) 군산컨테이너터미널(주) 양밍한국(주) 세방메탈트레이딩(주) 세진육운(주) (주)상신금속 세방(주) 군장신항만(주) (주)아이엔티씨 에스비앤엘(주) 더보기
